text,label,app,date,char_length,word_count
apk sampah tf ad biaya nya apk lain sudah bnyak yg free biaya tranfer tengah malam past kebiasaan saldo tertahan misal ga bisa tepat waktu mending kasih notif tranfer tengah malam tidak bisa jangan di tahan saldo nya. ......SAMPaH,marah,OVO,2026-04-29 20:31:44,230,39
"Saya puas dengan aplikasi shopee, karena saya jadi mudah untuk berbalanja",senang,Shopee,2026-05-25 21:18:41,73,11
Sangat bagus Tapi Bagaimana caranya mengatasi saat kita nonton acara life di tik tok selalu lemot,stres,TikTok,2024-11-30 02:30:06,97,16
"Menu kurang, ajukan komplain, yg jawab AI, ada aja yang kurang, alhasil ga bisa diproses. Gitu aja terus. Yang driver / toko nya ga ada sanksi, yang rugi saya. Silahkan dicek, sy pengguna setia dari 5 th yll. Masa ga ada catatan buat driver / tokonya. Sistemnya dibenerin lagi.",sedih,Gojek,2026-05-16 17:11:30,277,49
lebih oke dari sebelah,netral,Gojek,2026-04-17 12:42:07,22,4
Manginstal suka gagal terus,sedih,Tokopedia,2026-01-09 09:40:58,27,4
kecewa sama aplikasi ini.. 1 jam gak dapet2 driver. padahal di medan kota. tolong lah perbaiki kinerjanya.... jangan sampe pelanggan pada lari ke aplikasi sebelah !!!!!!,sedih,Gojek,2026-04-06 12:50:13,169,26
"Aplikasi ny force close Trus udah berkali"" hapus data tetep aja di hp huawei P20 Pro... Knp yah kak?",stres,Tokopedia,2026-03-17 22:30:34,100,19
"potongan tidak masuk akal, jangan pakai aplikasi ini. sangat merugikan",sedih,Tokopedia,2026-03-13 12:15:17,70,10
"aplikasi tolol server nya error Mulu, pembayaran beli voucher di proses nya 2 hari baru kelar terus gagal mau refund juga susah banget di ovo, kalo bisa bikin cs nya kaya superbank bisa chat langsung ini udah harus bikin formulir dulu tapi pas di kirim form nya gagal terus mana respon nya lama banget lagi Ewallet paling sampah mending dana sama gopay",marah,OVO,2026-04-19 22:59:25,352,62
Sejauh ini cukup bagus,netral,TikTok,2024-01-02 14:29:15,22,4
Barang tidak diterima tapi keterangan sudah diterima. Sudah mengajukan pengembalian dana 2x dengan bukti yang jelas tapi ditolak. Shopee mengecewakan 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻,marah,Shopee,2026-05-21 20:14:27,186,21
Terimakasih Tiktok karana sudah Temani saya,senang,TikTok,2023-09-14 16:55:11,43,6
bantu login kan akun dana saya tidak bisa. reset pin dana lupa pin saya,marah,DANA,2026-05-20 10:45:41,71,14
Aplikasi belanja yg sangat membantu. untuk komplainnya gampang dan respon cepat didukung dg app playlater yg tanpa bunga mantab,senang,Shopee,2026-05-23 07:46:11,127,19
"sangat membantu sekali ,untuk mencari barang dan menjual barang di sini",senang,Tokopedia,2025-12-23 08:37:21,71,11
Tolong kesejahteraan driver di perhatikan ya. bisnis memang cari untung sebanyak. tapi jangan lupa jasa driver yang jadi ladang penghasilan gojek. terimakasih.,senang,Gojek,2026-03-31 22:30:54,159,22
KURIR TIDAK MENGANTAR PAKET KE SUSAI ALAMAT YG TERTERA. PADAHAL ITU JELAS TULISAN RUMAH DITUJU. J&T KAN DAH LEPAS DARI SHOPEE BUKA LOKER SEBANYAK-BANYAKNYA. TERUS KURIR : JNE/ANTERAJA/SPX YG MASIH BEKERJA SAMA ITU HARUS TERSAMBUNG ANTARA KURIR & PENERIMA PAKET SEPERTI DRIVER SHOPEE FOOD!!!,netral,Shopee,2026-05-18 16:59:41,290,44
kiriman cepat dan sesuai,netral,Gojek,2026-04-20 20:05:00,24,4
"ini aplikasi gocar saya ko gk bisa dipakai kenapa saldo saya masih banyak,, pengen ngamuk saya kalau gini, semakin error aja ini",netral,Gojek,2026-03-31 13:53:32,128,22
lemot n berat.. lbih parah dari pada si Orange,stres,Tokopedia,2026-01-20 22:24:22,46,9
"aplikasi gagal saldo saya tiba"" hilang pdahal sedang tidak berlangganan dengan aplikasi lain tnpa notifikasi apapun tiba"" saldo saya hilang",sedih,DANA,2026-05-18 02:52:12,139,20
"Beda banget sama yg dulu, penanganan CS sangat membagongkan, komplain paket yg hilang karena kesalahan logistik prosesnya lebih dari 1 minggu, bahkan sampai hari ini juga belum terselesaikan, sampai akhirnya ajuan komplain saya di tolak, padahal udah chat CS dan kirim bukti, tapi respon CS seperti BOT CHAT, terlalu memihak kepada logostik daripada konsumen. semoga yg lain tidak mengalami kejadian seperti saya. mendapatkan pelayanan yg buruk dan LAMBAT. Setelah ini mending hapus permanen aja deh.",marah,Tokopedia,2026-04-15 19:02:37,500,75
isi saldo ke dana bisa maklum lah kena 500 perak. tpi mau bayar jajan pake qris/kirim uang biaya admin 2500 per transaksi itu sih tolol menurut gw tekor di pengguna. alhasil mending jajan pake cash dari pada pake dana 👎,marah,DANA,2026-05-23 18:05:40,219,40
kenapa ya sekarang tu susah banget dapet driver ...,stres,Gojek,2026-03-25 21:26:03,51,9
"untuk gerai gofood kenapa cuma muter2 area itu2 aja y?padahal biasanya bisa sampe sejauh mungkin,sekarang kok areanya cuma itu2 aja",netral,Gojek,2026-05-11 11:07:11,131,20
ngga bisa login alasan internet pke wifi juga sama gimna sih di benerin nih aplikasi bikin kecewa aja,sedih,OVO,2026-02-15 17:27:25,101,18
"sangat puas dan sangat bagus,,,",senang,Tokopedia,2026-05-18 09:26:28,31,5
bagus terima kasih atas pelayanannya,senang,Gojek,2026-05-12 06:30:09,36,5
penggunaan aplikasi Tokopedia makin ribet,stres,Tokopedia,2026-01-31 14:38:20,41,5
"gojek bener2 kurang ajar ya udah nunggu satu jam lebih ga ada tulisan batalkan pembelian karena ga dapet driver daritadi padahal jelas disitu ada terpampang tulisan ""kamu bisa batalin"" tapi nyatanya ga ada opsi itu jangan kurang ajar gojek ya mentang2 dulu make bts buat promosin usaha kalian tapi nyatanya kinerjanya rendah 👎👎👎👎👎",marah,Gojek,2026-03-22 20:15:34,330,53
sekelas tokopedia upload foto sulit bener dah. syarat harus kecil banget. setiap upload musti di edit semua dlu .kenapa gak otomatis nyesuain ketika insert poto. ribet ribet ribet kalo udah urusan pesanan ada yang bermasalah,stres,Tokopedia,2026-05-03 20:01:44,224,35
Bug tiktok aplikasi,stres,TikTok,2024-08-27 08:04:58,19,3
"tokped kikir, bonus cuman bisa dipakai 1% dari harga barang",netral,Tokopedia,2026-02-16 19:39:39,59,10
semakin oke,netral,OVO,2026-02-22 08:28:58,11,2
"iklannya maksa banget, aku gpp si kalo ada dimna mana ya namanya marketing, tapi maksa uda pecet x tetep aja masuk ke aplksi, mau diboklir kya gmn pun ttep, ngeselin! aku tuntut di akhirat ini yg buat iklan kek gini malas banget ganggu bgt",marah,Shopee,2026-05-25 08:47:27,239,44
APLIKASI INI SANGAT MEMBANTU MANTAP SEKALI BRO👍👍👍👍👍,senang,OVO,2026-05-12 21:54:29,51,7
"di kasih bintang 1 dulu, udah kesekian kalinya transaksi ke pending lagi... jadi terhambat kesemua",stres,OVO,2026-04-19 12:09:34,98,15
Cukup memudahkan buat transaksi juga,netral,DANA,2026-05-21 19:05:50,36,5
"jangan download , beberapa kali pembayaran buat beli kuota gagal terus .. saldo terpotong tapi kuota ga masuk . apk ga jelas bukan masalah nominalnya tapi ga ada bentuk penanganannya udah ke potong ke potong aja ga ada tuh pihak ovo nya konfirmasi plisss deh jangan coba coba trf pake e-wallet ini .. asli merugi pasti",sedih,OVO,2026-01-13 02:09:36,318,56
bayar tagihan telkom diproses terus saldo berkurang lagi gajelas,stres,DANA,2026-05-23 18:54:08,64,9
"udh lama pakai ovo baru ini kecewa, saldo di ovo mendadak hilang",sedih,OVO,2026-01-11 06:39:45,64,12
"top up tapcash saldo gagal update mulu pdhl saldo gopay gua udh kepotong, mau nanya cs ga bisa jawabannya template bot doang, udh mau 3x 24 jam saldo gue juga tetep ga balik, asu!",sedih,Tokopedia,2026-05-16 13:43:24,179,34
"BENCI DANA, BLM APA APA AJA SURUH UPGRADE PREMIUM. E-WALLET MACAM APA?!",marah,DANA,2026-05-18 21:14:11,71,12
"mahal banget sekarang, biasa tarif 25rb sekarang jadi 37-40rb lebih hampir 2× lipatnya",netral,Gojek,2026-05-14 12:54:59,86,13
Aplikasi ini menurut saya pengawasan barangnya kurang care.. Penjualnya banyak penipu tukang bohong .. kayaknya ga bakal bisa deh ini ngimbangin t*k*pedia yg Barang dan deskripsinya selalu jelas dan sesuai sama kenyataan.. Belanja di shopee udah mahal yg dijual barang² sampah lagi,marah,Shopee,2026-05-25 11:23:42,281,42
sesuai dg kebutuhan yg tergesa gesa,netral,Gojek,2026-05-25 15:00:16,35,6
aplikasi tolol. ga ada pilihan buat lewat tol. jalur selalu di ambil yg terdekat. selisis jarak sampe 20km bikin driver rugi. ga kaya grap ada pilihan bisa lewat tol atau engganya,marah,Gojek,2026-05-29 20:20:49,179,31
Kenapa android 5.1 bisa download gak bisa login,sedih,DANA,2026-05-24 22:12:42,47,8
"apk GK jelas,,hilang nomer mau masuk ke akun,harusnya kan bisa kirim otp ke email ,malah ngirim ke WhatsApp udah tau udah ganti nomer, giliran ganti nomer malah di blokir apk GK jelas lah,bener2 ngeselin apk nya mau ganti nomer karna nomer hilang ajh susah,apk ngeselin,,,apk pelit layanan cs nya ajh kga ada",marah,OVO,2026-02-16 14:26:42,308,52
"Bagus banget aplikasinya, ngebantu buat yang suka cari cashback menguntungkan banget cashbacknya bisa di pake buat belanja lagi",senang,Shopee,2026-05-26 10:50:40,127,18
"tolong Doong diperbaiki apknya,masak mau transfer ke bank gagal terus,,udah 2 hari gagal lagi,gagal lagi😩🤦",sedih,OVO,2026-05-11 08:38:52,106,15
sering gagal transfer ke bank lain. mana udah terlanjur tf ke OVO. mau mau ngehubungi CS juga nggak bisa. mau komplin tanda 'kirim' juga nggam bisa dipencet. emang aneh ni aplikasi. tolong dong diperbaiki sistemnya.,sedih,OVO,2026-04-23 12:30:06,215,35
"kalau nyari yg harga nya murah slalu ngelag, lama, gak dapat"" sampai 30 menit gagal... giliran yg mahal cpet banget.... jadi apa gunanya di apk ada pilihan yg murah klo gak bisa di pkai",sedih,Gojek,2026-04-17 06:47:49,185,34
suka bangett pke apk ini dn gojekk nii penyelamat kuu🫰,senang,Gojek,2026-05-29 13:13:44,54,10
Yah download lagi ¥£₩,sedih,TikTok,2022-01-13 20:16:56,21,4
"Setelah update.. Bank neo malah hilang.. Bukan nya d update bagus,mlh tmbh ancurrrr...... Jd mkin mles pke dana..",marah,DANA,2026-05-17 22:19:53,113,18
syah pelagan shoppe syah blanja selalu di shope,stres,Shopee,2026-05-26 23:27:18,47,8
"kenapa sekrg saldo pembatalan tdk langsung masuk rek? mana menu refundnya sperti disembunyikan ternyata dari pemberitahuan, pusing nyari berjam-jam. kayak sengaja biar org yg tdk tau gabisa narik saldo. payah nih aplikasi.",marah,Tokopedia,2026-02-04 07:11:00,222,32
"untuk fitur layanan go pinjam sudah pernah dipakai ingin mengajukan lagi 2 kali tidak bisa menunggu 1 bulan kembali berulang terus, fiturnya sangat jelek",stres,Gojek,2026-05-05 16:14:31,153,24
"Dana bikin ribet, sampai sekarang belum ngembaliin uang pelanggan",stres,DANA,2026-05-26 11:48:51,65,9
sanggat mengecewakan,marah,OVO,2026-02-03 11:59:16,20,2
"KENAPA SERING BANYAK BUG,SERING SERVER TIME OUT,SERING GANGGUAN",stres,Tokopedia,2026-03-03 08:21:50,63,8
"kecewa banget kalo lagi butuh butuh nya, ehh.. malah error. kerjanya cuman loading doang, mana nih yang jago ngutak ngatik sistemnya..,?",marah,OVO,2026-01-24 09:17:02,136,21
sering dpt promo pot 50% tapi gak pernah bisa dipakai. chat tokopedia care gak ada solusi bikin kecewa saja. males jadi pakeknya,sedih,Tokopedia,2026-05-09 20:53:06,128,22
aplikasi nya bagus untuk menyimpan uang mantap,senang,DANA,2026-05-26 00:16:56,46,7
sekarang akun OVO aku GK bisa ngebuka gmn caranya supaya bisa kebuka lagi,stres,OVO,2026-05-03 06:36:30,73,13
gagal terus mau transaksi akun di bekukan,sedih,DANA,2026-05-25 04:24:30,41,7
tolol lah lag amat aplikasi nya,marah,OVO,2026-03-02 16:06:54,31,6
"aplikasi Cacad, Setting alamat aja Ngebug,Titikin lokasi Ngebug juga,mau ganti no susah Ngebug,aplikasi ga niat dibikin,lebih wort it yang sebelah walaupun lebih besar kapasitas nya",stres,Tokopedia,2026-04-10 10:33:01,181,25
transaksi gagal... uang belum kembali juga....,sedih,OVO,2026-05-09 11:05:05,46,6
"aplikasi ribet cok.... habis setelan pabrik mau login malah disangka root, gabisa login. main modern kaya aplikasi lain pake perifikasi kamera dongo kalo mau aman",stres,OVO,2026-05-21 21:26:19,162,25
"e walet tolol , toup kesini dr ATM BCA status berhasil tp saldo ga nambah chat cs gada solusi udah d email gada balasan ga recomended skrg pake ewalet ini.. buat kalian uninstall aja pake dana lebih fast respon cs nya ga kaya disini",marah,OVO,2026-01-18 20:20:05,232,44
"Sejauh ini sih Lumayan yaa,",netral,TikTok,2023-06-06 16:29:33,27,5
"tolong diperbaiki lagi dong masalah tentang saldo kepotong tapi belum masuk"", dan masih proses ajaa. Kalo pengen user bertambah setidaknya perbaiki dluu apa saja problem dari user!!??",stres,OVO,2026-04-19 23:23:07,183,27
kecewa dengan aplikasi ini . padahal udah pengguna lama . buat transfer aja gagal terus .. keluhan ke Diana mlh di kasih tau mutasi uang keluar aneh ..,sedih,DANA,2026-05-18 15:44:22,151,28
"Banyak penipu berkeliaran di platform ini hati hati, ntahpun penghargaan nya hasil nipu org², penipu aja ga di hapus hapus tokonya, apk sampah",marah,Tokopedia,2025-12-26 23:14:39,142,23
"payah, pengiriman nya lama. masa sampai 2 hari kerja",marah,OVO,2026-05-07 00:37:08,52,9
"sudah berlangganan Plus, malah voucher potongan 5K tiap hari dihilangkan. mohon maaf, untuk kali ini saya kecewa sama tokopedia 🙏🏼",sedih,Tokopedia,2026-04-16 09:46:30,130,20
woy gmn saldo ku d tf kok d proses trs payah,marah,OVO,2026-03-10 23:42:29,44,11
banyak toko spam harga ga wajar,netral,Tokopedia,2025-12-23 20:05:06,31,6
sering erorr tranver sering gagal,sedih,OVO,2026-04-18 23:25:52,33,5
Shopee memeng oke👌👌👌👌👌👌👌,netral,Shopee,2026-05-21 11:18:03,24,3
oke banget deh pokoknya,netral,Tokopedia,2026-03-10 00:43:01,23,4
lapak2 nya cukup menarik dan amanah,netral,Shopee,2026-05-18 18:07:43,35,6
"tampilan pemesanan makin ribet terutama di bagian obat konsultasi resep dengan dokter.. harus ny saat pertama klik produk obat harus ny jgn langsung konsultasi resep dengan dokter biarin pembeli dan penjual saling chat dulu untuk menayakan produk ada atau tidak ny produk obat tersebut setelah barang ready baru lah masuk ke tahap pembuatan resep dengan dokter via tokopedia, klo langsung chat produk tiba tiba produk tidak tersedia yg rugi pembeli ..tolong dikembalikan lg seperti dulu utk tampilnya",marah,Tokopedia,2026-05-05 14:07:09,500,77
iklan mulu ajg di goggle ribet bnget,stres,Tokopedia,2026-02-26 04:19:55,36,7
"kenapa ovo kalau topup saldo di pagi hari lama masuk ke ovo cash nya? hari ini saya topup tapi belum masuk,laporan ke pusat bantuan,tapi gagal terus kenapa begitu ovo?",sedih,OVO,2026-04-28 06:53:36,167,29
kecewa dgn aplikasi nya,sedih,DANA,2026-05-27 13:06:59,23,4
"menurutku, shoope kadang ngasih diskon itu gak nyata seperti yang diiklankan pengalaman beli gadget di iklan and live diskon hampir 55% setelah saya hitung hitung kembali ternyata harga diskon malah gaada ¼ nya, kayak ngapain di iklanin gacor banget katanya diskon eh ternyata harga asli gak jauh beda sama pake voucher? gimmick diskon atau emang gak mau rugi dengan bikin voucher gaada harganya? tolong dong lain kali kalo lagi PAYDAY atau tanggal kembar ngasih voucher yang sesuai aja jgn lebay",sedih,Shopee,2026-05-21 10:58:27,496,80
saldo kepotong sendiri di refun gak bisa apk ovo tolol,marah,OVO,2026-04-29 20:04:26,54,10
aplikasi lemot anehh,stres,OVO,2026-02-06 17:41:36,20,3
lelet cari orderan kalau sekarang mah,stres,Gojek,2026-04-04 19:37:38,37,6
"Gojeg tak mampu mendeteksi alamat gang, jalan sempit , jadi kalau kita mau kirim barang yg muncul alamat jln besar",netral,Gojek,2026-04-05 10:00:04,114,20
"Payah banget, alamat sudah sesuai dan nomor kontak bisa dihubungi tiba-tiba paket mau diretur dengan alasan pembeli menolak paket. Ekspedisi J&T hobi fitnah pembeli. Gak heran Shopee gak mau kerjasama sama mereka.",marah,Tokopedia,2026-02-22 14:59:29,213,32
barangnya bagus dan tepat sesuai janji,netral,Shopee,2026-05-16 17:42:12,38,6
sekalu ditingkatkan pelayanannya dan beri sanksi bagi toko2 yang nakal (orderan tak sesuai dgn yg dikirimkan),netral,Tokopedia,2026-03-08 00:11:43,109,16
"wow aplikasi berjalan waduh ,,, jangan download bahaya ngeri",netral,OVO,2026-01-15 14:39:58,60,9
"suruh tutup akun aja ga di proses² 3 udah 3 hari kesel banget apa susahnya sih tutup akun ,seenggakbya klo g bisa adain pitur tutup akun",marah,OVO,2026-01-16 09:16:41,136,26
terima kasih gojek sangat membantu dalam segala aktifitas,senang,Gojek,2026-03-22 15:18:54,57,8
katanya ada promo 99% diskon kok ketika chek out ga ada diskon. harga normal. gmn sih? kupon ga bisa dipakai padahal masih berlaku,netral,Tokopedia,2026-05-19 20:11:13,130,23
"iklan nya berisik!!! padahal ga di pencet, tapi masuk terus ke aplikasinya, gangguuu!!!! udah di download ya gausah gitu lagi dong, tolong ya iklannya gausah auto masuk gitu, pengen report rasanya!",sedih,Tokopedia,2026-01-18 08:45:53,197,31
Kenapa selalu bug tidak ada teratas,stres,TikTok,2022-05-05 01:30:31,35,6
masa saldo belum diterima tapi sudah di baca berhasil,senang,OVO,2026-01-13 13:42:24,53,9
"Respon baik&cepat,baik dari segi pelayanan(pengiriman,sikap kurir,proses pengembalian/return)serta estimasi waktu pengiriman sesuai yg terjadwal",netral,Shopee,2026-05-28 05:55:01,144,13
"jadi reseller adminnya GIilaa 25% malah ada yg lebih, belum lagi disuruh nurunin harga biar penjualan nya meningkatkan. buat apa penjualan meningkat banyak tapi rugii... TOLONG LAHH JANGAN BANYAK ADMINNYA.. PAJAKNYA GILAA",marah,Shopee,2026-05-24 12:23:56,221,32
"Bagus ini aplikasi tokopedia dridulu nyaman digunakan,buat transaksipun jdi mudah,fitur pengoperasianya jua mudah,semua fitur² nya jua sangat baik,,sukses trus dan update trus nntinya,smoga mnjadi apk berkembang pesat di indonesia ini,,",senang,Tokopedia,2026-02-23 19:23:32,236,30
"Jujur ya, saya bener-bener kecewa dan emosi banget sama layanan GoFood kali ini! Masa aplikasi sebesar Gojek nggak punya fitur pembatalan yang jelas, padahal driver-nya lama banget nggak jalan-jalan dan bikin waktu saya terbuang percuma? Saya nungguin makanan sampai kelaparan, tapi pas mau batalin malah dipersulit seolah-olah konsumen nggak punya hak buat memilih, padahal ini murni kesalahan sistem atau driver yang nggak responsif. Tolong dong diperbaiki sistemnya, jangan cuma mau untungnya aja",marah,Gojek,2026-03-29 02:12:15,499,72
mantap pokok nya barang bagus dan tidak mengecewakan. apk yg membantu sangat,marah,Shopee,2026-05-18 15:49:56,76,12
"ini adalah apk terburuk pelayanan an nya,,ganti nomor hilang aja berlarut2 gak bisa,harus nunggu verifikasi tlpn juga,padahal e wallet yg lainnya gak se ribet ini, padahal sudah urgent banget, klo gak dr aplikasi driver grab saya,, saya gak akan download e wallet ini",sedih,OVO,2026-03-05 02:34:53,267,43
"maaf saya baru daftar ovo terus saya cek ovo pinjaman saya sudah verifikasi dan selesai tapi setelah itu kenapa diarahkan ke superbank dan ada notifikasi sudah berhasil membuat akun superbank dan saya liat ulasan di superbank agak kurang bagus ya, jadi saya tidak jadi meminjam mohon data saya dihapus kalo ada tagihan mengatasnamakan saya berarti itu bukan saya karna saya tidak jadi meminjam dan ini adalah buktinya",senang,OVO,2026-04-20 10:45:58,417,67
"halo. saya ingin melaporkan ini kenapa ya saya suka mendapatkan 2 driver di waktu yg sama? bahkan aplikasinya pending ketika customer membatalkan? temen saya juga mengalami hal serupa. tolong dibenarkan sistemnya ya, agar kejadian mendapatkan 2 driver diwaktu yg sama tidak terulang. karena itu benar benar tidak enak. jelek sekali sistem pemesanannya kok bisa kaya gitu padahal sebelumnya dan udah lama sekali pakai gojek ga pernah kejadian hal seperti ini. terima kasih 🙏🏻",senang,Gojek,2026-05-06 22:54:03,474,73
fitur dana cicil g guna. buat apa dikasih fitur nya kalau g bisa dipakai,netral,DANA,2026-05-29 20:29:31,72,14
pengiriman lambat padahal cuma perjalanan dua jam jika ditempuh dari kota Jambi ke kabupaten Muaro Jambi ini pesanan sampai tiga hari hadeeeh...,netral,Shopee,2026-05-21 21:06:21,144,22
"shopee lgi kenapa, tombol ikon pindah² dan malah tombol live skrng ngga ada, udh pindh lgi aja... , biasa buka saya trus menu/ikon live skrng ngga ada,.. trlalu keseringan pindh2 posisi menu² yg udh seharusnya, jdi kadang bikin kesel,",marah,Shopee,2026-05-27 12:37:40,234,39
bug chat dengan penjual gk ada tulisannya dipesan,stres,Tokopedia,2026-02-01 16:21:31,49,8
"sangat kecewa menggunakan ovo sbg salah satu aplikasi untuk saya melakukan transaksi pembayaran untuk belanja , hari ini terjadi hal yang buat saya jengkel, saat melakukan transaksi qris, status di aplikasi pembayaran sedang di proses, saldo saya sudah terpotong, dan saya menanyakan ke penjual mereka belum menerima pembayaran yang saya lakukan, saya juga tidak punya bukti akurat karna di aplikasi statusnya juga masih pembayaran sedang di proses, belum berhasil, lama menunggu sy bayar tunai.",marah,OVO,2026-04-23 12:27:54,495,74
kenapa stiap kali qris gagal terus,sedih,OVO,2026-03-01 00:26:37,34,6
kadang suka bug dan ngelag aplikasi shopee nya TPI soal harga murcean shopee pokoknya luv bgt deh,stres,Shopee,2026-05-22 12:29:05,97,17
"mapsnya kadang ga jalan, ga sesuai. kyk tiba² ilang mapsnya/ke cencel padahal ternyata drivernya masi jalan gitu, kan kesian, saya jadi kepesen 2 kali waktu itu.",netral,Gojek,2026-05-24 15:18:49,161,26
"beli obat aja di persulit padahal saya ada resep dari dokter nya , tpi malah di suruh konsul lagi. ini mau nya gimana coba.",marah,Tokopedia,2026-03-05 20:47:02,123,24
apk nya boros kuota internet klo sering buka Shopee 1 gb aja gak cukup untuk sehari,netral,Shopee,2026-05-26 23:59:09,83,16
"woi pihak tokopedia ganti tuh orang orang IT nya, masa aplikasi lemot banget buat loadingnya. rekrut orng orang bukalapak dulu yg ahli IT nya. waktu dulu bukalapak bagus tiap halamnny gak pake loding lemot",stres,Tokopedia,2026-03-12 10:19:59,205,34
"nunggu ojol yang ngambil makanan skrng butuh sejam? ( itupun kalo ada yg ngambil), ini saya udh dua kali begini. mengecewakan",marah,Gojek,2026-04-07 16:55:16,125,21
"jelek,driver lama datang,udh 2 jam gitu terus setiap kali pesan,huh jangan download....mana ngak bisa di batalin kalau belum sejam",sedih,Gojek,2026-03-25 13:49:30,130,19
mantap shopee sekarang,senang,Shopee,2026-05-22 09:22:39,22,3
"Shopee sangat membantu dan mempermudah dalam belanja online,, Shopee is the best.",senang,Shopee,2026-05-23 13:34:10,81,12
"JANGAN DI DOWNLOAD. JANGAN DI PAKE admin nya gede, setiap transaksi admin",sedih,OVO,2026-05-12 19:49:08,73,12
sangat puas dengan mengunakan dana,senang,DANA,2026-05-26 20:52:06,34,5
"ka minta tolong dong, kenapa akun saya ga bisa masuk masuk. harus di servis dulu kata nyaa. tolong dong di perbaiki supaya aman dan lancar pake ovo. saya kasih bintang 5 tuh tolong masukin nomor ovo saya. gara gara meriset hape saya mau masuk kagak bisa bisa mulu",stres,OVO,2026-05-20 01:46:39,263,48
Sangat Puas sekali dan bisa buat langganan karena saya sudah membeli 3 kali,senang,Shopee,2026-05-21 09:43:20,75,13
Oke bagus bagus bagus bagus gampang gampang mudah mudah,netral,Tokopedia,2025-12-26 08:15:43,55,9
agak kecewa transaksi yg gagal ntah apa penyebab nya,sedih,DANA,2026-05-28 00:28:40,52,9
Iklannya menyebalkan.,marah,Shopee,2026-05-22 20:54:04,21,2
"terlalu ribet nihh, tau tau dah d blokir aj paylaternya. pdhal bunga berjalannya gede bgt!!! telat ga ampe berbulan-bulan. bunga gede, kebijakan nya ga sesuai dengan memberikan kemudahan nya BIG NO BGTTT!!!",netral,Gojek,2026-03-23 08:28:17,206,32
"driver salah antar makanan, jadi kami rugi",sedih,Gojek,2026-04-17 17:10:40,42,7
"ini kesekian X nya saya edit ulasan n slalu buruk n memang tokopedia terburuk, 1. terkait retur, 2. trkait penahan dana 3x24jam dg alasan keamanan, 3. slalu berpihak ke pd penjual yg FAX atau menipu, 4. sgt ribet untuk returnya, 5. sistem kinerja nya buruk krna telalu lama untuk menyelesaikan masalah, 6. sistem kurang mampuh memfilter pejual yg FaX or penipu, 6. bintang 1 terlalu baik buat tokopedia",stres,Tokopedia,2026-01-07 21:21:51,402,68
"payah bayar gopay pinjam lancar sampai lunas ga telat2, mau ngajuin lagi di tolak.",marah,Gojek,2026-04-01 08:25:15,82,14
"Tingkat keamanan aplikasi nya sampah, nomor saya pernah kebobolan dan saldo yang ada di aplikasi",marah,OVO,2026-05-12 04:47:16,96,15
"Aplikasi lebih berat dibanding toko sebelah, karena koneksi ke jaringannya lemot, jadi sebel dan pilih buka aplikasi toko sebelah... gak bisa juga untuk pencarian dengan gambar...",stres,Tokopedia,2026-01-10 17:36:31,179,26
lemot banget to,stres,Gojek,2026-05-15 04:56:38,15,3
"tolong di brifing lagi untuk para drivernya terutama driver gofood. knp setiap saya order gofood gak pernah bawa kembalian. pernah juga saya order gofood ada kembaliannya saya minta di balikin ke gopay saya dan saya SDH memberikan nomer gopay saya tapi malah gak ada itekad baik dari drivernya. heran saya setiap order gofood atau naik goride pasti gak pernah ada kembalian dgn alasan baru keluar lah baru isi bensin lah, kl sekali atau dua kali masih TDK apa². ini ud terlalu sering.",stres,Gojek,2026-05-14 09:20:52,484,82
selalu gagal untuk masuk aplikasi nya,sedih,OVO,2026-05-04 11:17:14,37,6
"notif telat bgt trx jam 15.30 notif jam 22.21,gak wajar, delay enya juga keseringan, gangguan trus, dari buat cashback cashback bullshyt mending benerin dlu masalah masalah kek gini",netral,DANA,2026-05-26 22:22:07,181,28
Gua kasih 3 dulu nanti kalo pak anis jadi persiden 2024 gua tambahin lagi 2 ok love you. ✌️tik tok,stres,TikTok,2022-10-07 20:19:10,98,20
"kenapa skrg susah bgt dpt driver? even gofood or goride semuanya susahhhhh udh gitu pembatalan pemesannya lama bgt hrs nunggu estimasi waktu yg hampir 30mnt, org gak ada waktu untuk nunggu selama itu—well, krn sering lama bgt dpt driver saya sering pakai pembelian express, kirain bakal cepet taunya sama aja. gak ada perubahan🤷🏻‍♀️",netral,Gojek,2026-04-12 19:27:58,332,53
pake plus klaim diskon segambreng tapi harganya gak ada yg turun tetep sama aja. Pembelian Rp 200rb diskon 5% cuma hoax belaka,netral,Tokopedia,2026-05-23 11:35:28,126,22
"sering terkendala, gak bisa masuk. lemot. serius tanya akhir-akhir ini ovo kenapa?",stres,OVO,2026-01-12 06:08:22,82,12
aplikasi shopee food TOLOL...lokasi kita dengan yang diterima driver berbeda jadi kesannya kita ngerjain driver,marah,Shopee,2026-05-24 19:38:34,111,15
"Apk lemot, dan dalam memberikan promo gratis ongkir (ada tulisan gratis ongkir) tidak transparan begitu diklik tetap bayar ongkir, klo di S*****e namanya gratis ongkir harga berapapun tetap gratis. tapi begitulah persaingan bisnis.",stres,Tokopedia,2026-02-02 11:45:10,231,33
